Source	Target	Type	Label	Weight
382	19	Directed	Owns	0.210000
382	23	Directed	Owns	0.130000
382	24	Directed	Owns	0.210000
383	19	Directed	Owns	0.200000
384	19	Directed	Owns	0.180000
385	19	Directed	Owns	0.180000
386	19	Directed	Owns	0.170000
387	19	Directed	Owns	0.170000
388	19	Directed	Owns	0.160000
388	23	Directed	Owns	0.110000
389	19	Directed	Owns	0.150000
389	20	Directed	Owns	0.130000
390	19	Directed	Owns	0.120000
391	19	Directed	Owns	0.100000
391	20	Directed	Owns	0.270000
391	22	Directed	Owns	0.130000
392	19	Directed	Owns	0.040000
393	19	Directed	Owns	0.010000
396	20	Directed	Owns	0.350000
396	24	Directed	Owns	0.170000
397	20	Directed	Owns	0.190000
398	20	Directed	Owns	0.130000
399	20	Directed	Owns	0.110000
401	21	Directed	Owns	100.000000
402	21	Directed	Owns	100.000000
403	22	Directed	Owns	0.870000
404	22	Directed	Owns	6.770000
404	24	Directed	Owns	0.130000
405	22	Directed	Owns	6.760000
406	22	Directed	Owns	4.060000
407	22	Directed	Owns	4.060000
408	22	Directed	Owns	3.380000
409	22	Directed	Owns	3.380000
410	22	Directed	Owns	1.260000
411	22	Directed	Owns	0.740000
412	22	Directed	Owns	0.570000
413	22	Directed	Owns	0.370000
413	23	Directed	Owns	0.150000
413	24	Directed	Owns	0.660000
414	22	Directed	Owns	0.370000
415	22	Directed	Owns	0.200000
416	22	Directed	Owns	0.200000
417	22	Directed	Owns	0.150000
418	22	Directed	Owns	0.140000
419	22	Directed	Owns	0.120000
419	23	Directed	Owns	0.180000
419	24	Directed	Owns	0.320000
420	22	Directed	Owns	0.120000
421	22	Directed	Owns	0.060000
422	22	Directed	Owns	0.030000
435	23	Directed	Owns	0.930000
436	23	Directed	Owns	0.830000
437	23	Directed	Owns	0.170000
438	23	Directed	Owns	0.170000
439	23	Directed	Owns	0.140000
440	23	Directed	Owns	0.130000
441	23	Directed	Owns	0.130000
442	23	Directed	Owns	0.130000
443	23	Directed	Owns	0.120000
443	24	Directed	Owns	0.260000
444	23	Directed	Owns	0.120000
445	23	Directed	Owns	0.120000
446	23	Directed	Owns	0.110000
447	23	Directed	Owns	0.100000
448	23	Directed	Owns	0.100000
449	23	Directed	Owns	0.100000
449	24	Directed	Owns	0.120000
450	23	Directed	Owns	0.020000
452	23	Directed	Owns	0.010000
452	24	Directed	Owns	0.270000
460	24	Directed	Owns	9.750000
461	24	Directed	Owns	0.630000
462	24	Directed	Owns	0.560000
463	24	Directed	Owns	0.540000
464	24	Directed	Owns	0.420000
465	24	Directed	Owns	0.390000
466	24	Directed	Owns	0.310000
467	24	Directed	Owns	0.300000
468	24	Directed	Owns	0.280000
469	24	Directed	Owns	0.220000
470	24	Directed	Owns	0.200000
471	24	Directed	Owns	0.190000
472	24	Directed	Owns	0.190000
473	24	Directed	Owns	0.170000
474	24	Directed	Owns	0.170000
475	24	Directed	Owns	0.160000
476	24	Directed	Owns	0.150000
477	24	Directed	Owns	0.150000
478	24	Directed	Owns	0.150000
479	24	Directed	Owns	0.130000
480	24	Directed	Owns	0.130000
481	24	Directed	Owns	0.120000
482	24	Directed	Owns	0.120000
483	24	Directed	Owns	0.120000
484	24	Directed	Owns	0.120000
485	24	Directed	Owns	0.120000
486	24	Directed	Owns	0.110000
487	24	Directed	Owns	0.110000
488	24	Directed	Owns	0.110000
489	24	Directed	Owns	0.110000
490	24	Directed	Owns	0.100000
491	24	Directed	Owns	0.100000
492	24	Directed	Owns	0.100000
493	24	Directed	Owns	0.100000
